Timestamp,Canal1,Canal2,Canal3
6133.737082,-0.104316376,0.00440728,0.179542258
6133.739965,0.348764181,-0.019615326,0.055921361
6133.743037,0.27844578,0.014577223,-0.023958966
6133.746397,-0.007313552,-0.01277088,0.068621486
6133.74924,-0.172569394,-0.036178708,-0.061304066
6133.752292,-0.155503005,-0.005521373,-0.142115265
6133.755118,-0.13793771,0.030793425,-0.071567275
6133.75792,-0.132285729,0.046252958,0.042539235
6133.76154,-0.200078398,0.033076841,0.160665005
6133.765216,0.237366334,-0.015859913,0.180644333
6133.768471,0.241433039,-0.026411233,0.04278975
6133.771689,0.039504774,0.011752901,0.019199003
6133.775277,-0.306037664,0.001052774,0.075084738
6133.778594,-0.39548102,-0.009321323,-0.020597033
6133.781595,-0.230600044,-0.000567826,-0.07673797
6133.784636,-0.130874753,-0.006984781,-0.091000788
6133.787729,-0.15032874,-0.021369942,-0.049390122
6133.790623,0.173709616,-0.026682751,-0.00670718
6133.793564,0.113389798,-0.078543358,0.031996418
6133.797436,-0.130048335,-0.042600874,-0.102245718
6133.800891,-0.447503448,0.00693586,-0.022427203
6133.80421,-0.574660897,0.005705419,0.052090432
6133.807141,-0.289145917,0.015193163,-0.022880809
6133.812672,0.108413979,-0.022663699,-0.060856454
6133.81656,0.129275084,-0.03739601,-0.152400151
6133.819591,0.353001028,-0.043362517,-0.134663746
6133.823262,0.103405789,-0.059641659,-0.070858821
6133.826334,-0.262847513,-0.086087629,-0.0559613
6133.830897,-0.656711817,-0.057026532,-0.127117261
6133.834419,-0.700490475,-0.010110821,-0.083431095
6133.838929,-0.382631719,0.03209367,-0.03347585
6133.84396,0.18911314,0.039994016,0.006326697
6133.846842,0.479826182,0.024451727,0.019346498
6133.849605,0.766588092,0.005311384,0.009566351
6133.852473,0.30938521,0.032681193,0.011139079
6133.855619,-0.246914804,-0.046633981,0.129040644
6133.858389,-0.773678362,-0.078869857,-0.023251897
6133.862439,-0.921527445,-0.056505851,-0.130523339
6133.865974,-0.496703595,-0.000723469,-0.119752988
6133.869306,0.114280932,0.051360644,-0.047092218
6133.873268,0.580871403,0.068794467,0.085866906
6133.876269,1.112655044,0.046543702,0.14884907
6133.879092,0.726400554,0.058137756,0.11400602
6133.884147,-0.045031197,0.041828614,0.136506245
6133.887063,-0.749848127,-0.033792447,0.160535723
6133.890233,-1.049593449,-0.061002467,0.007209044
6133.893794,-0.737874985,-0.051343493,-0.093896963
6133.897937,-0.055200946,-0.017716249,-0.136750266
6133.902277,0.443263233,0.012168996,-0.073842838
6133.906965,1.118644714,0.029410461,0.012169354
6133.909996,1.052929521,0.02397304,0.070814334
6133.913021,0.369376034,0.048885316,-0.002708789
6133.91861,-0.554206014,0.041436147,0.117854893
6133.922581,-1.029544234,-0.029092599,0.169916496
6133.92547,-0.916866839,-0.051272456,0.034042869
6133.928688,-0.350269943,-0.088259608,-0.072720759
6133.932235,0.23835513,-0.074171841,-0.22182259
6133.935199,0.806992948,-0.034489136,-0.207151264
6133.938107,1.02665472,0.014962859,-0.092732579
6133.941108,0.6459741,0.007412808,-0.038427871
6133.943962,-0.19090113,0.01580558,-0.036317904
6133.947827,-0.840579569,-0.004670319,0.05627238
6133.951602,-0.835222185,-0.021630213,0.085883602
6133.955354,-0.419221997,-0.026926238,0.046179298
6133.958643,0.043926653,-0.030705895,-0.00160595
6133.96241,0.504413307,-0.022136638,-0.071276873
6133.965483,0.740118265,0.06118685,-0.066079281
6133.968204,0.653956473,0.021381522,0.105667397
6133.97165,0.116365924,-0.01541754,-0.007540261
6133.97464,-0.483439326,-0.025676247,-0.053046964
6133.977763,-0.621082306,-0.020466344,0.003715961
6133.980503,-0.310019881,0.014372707,0.047735985
6133.983506,0.002039969,0.03747284,0.136457413
6133.98665,0.307204008,0.017812083,0.144405872
6133.989867,0.46167469,0.070351623,0.041230842
6133.993309,0.44423455,0.068816744,0.09912312
6133.996468,0.226243645,0.012820314,0.136639282
6133.999476,-0.143421233,-0.03289685,0.024536334
6134.002879,-0.262896538,-0.063910268,-0.01785899
6134.006351,-0.111573227,-0.025659701,-0.054551229
6134.009903,0.109712072,0.008565344,0.005922459
6134.014276,0.241345525,0.026133282,0.047731616
6134.017398,0.286250859,0.033213463,0.054469854
6134.02038,0.252904087,0.057722911,-0.049352106
6134.023484,0.178059101,0.042736843,0.069681786
6134.026159,0.045345701,-0.016298845,0.128576174
6134.030583,0.001254261,-0.077361226,0.038852822
6134.034526,0.058485959,-0.083351806,-0.064243995
6134.037801,0.133056194,-0.045501474,-0.151792035
6134.041004,0.248210013,-0.009477979,-0.145066485
6134.043959,0.207588002,0.052351475,-0.077104293
6134.046915,0.158019155,0.016213352,-0.037493899
6134.050216,0.111970492,0.006664299,-0.094577193
6134.053067,0.064222328,-0.027884789,-0.009798626
6134.056057,0.046477169,-0.057976868,0.026842738
6134.060409,0.082971506,-0.051746842,0.021238405
6134.064135,0.107131176,-0.014775327,-0.018152313
6134.068945,0.219853714,0.012577713,-0.029189596
6134.074257,0.167208984,0.119365536,-0.031292409
6134.07811,0.066742197,0.050460465,0.138566881
6134.081615,0.026943658,-0.031931948,-0.027110267
6134.085279,-0.006014292,-0.06732291,-0.149153173
6134.08926,0.023318797,-0.077034771,-0.102877714
6134.094401,0.067259699,-0.015434959,-0.025110133
6134.099289,0.083436742,0.038062222,0.118504934
6134.10319,0.188027248,0.054324344,0.16103211
6134.107901,0.12594761,0.153862908,0.111795656
6134.111585,0.013561286,0.119863652,0.226775467
6134.115115,-0.067804106,0.013110284,0.162370935
6134.118886,-0.022606669,-0.085471384,-0.032045428
6134.122771,-0.07469742,-0.125524491,-0.160335377
6134.126107,-0.00698898,-0.076054528,-0.175248399
6134.130117,0.009391253,-0.00074276,-0.054047976
6134.134655,0.090707757,0.038688522,0.06398686
6134.138292,0.073371284,0.11894127,0.091671117
6134.141955,-0.030266048,0.132446989,0.101895884
6134.146174,-0.120156206,0.064171948,0.188891575
6134.149519,0.012077671,-0.058093462,0.117625929
6134.152988,-0.115225419,-0.14459157,-0.070690326
6134.156642,-0.125944227,-0.142602578,-0.225714624
6134.162441,-0.070842043,-0.074642897,-0.270374924
6134.166195,-0.005210641,-0.004504297,-0.182034001
6134.169828,-0.030010246,0.089085124,-0.047659248
6134.173079,-0.106917366,0.088146172,0.012721948
6134.17711,-0.188792914,0.043807805,0.037790358
6134.180537,0.000935707,-0.050968941,0.061226543
6134.184297,-0.027967686,-0.111123867,-0.040032983
6134.187733,-0.082499161,-0.112532154,-0.103935689
6134.191303,-0.115567699,-0.04845202,-0.179715022
6134.194581,0.009461512,0.001738436,-0.128493622
6134.198622,-0.093494929,0.144620702,-0.054213084
6134.202835,-0.193695217,0.076757871,0.148521334
6134.206659,-0.266451329,0.003261344,0.007677648
6134.210314,-0.05453315,-0.078874938,-0.07280273
6134.213584,0.004212357,-0.114971988,-0.111198701
6134.216821,0.069474898,-0.054444261,-0.082650341
6134.220386,-0.020244764,0.019355686,0.036897011
6134.224599,0.010977574,0.054250356,0.098234504
6134.228108,-0.059073653,0.171468392,0.097730838
6134.23311,-0.22893934,0.137884974,0.242971808
6134.236918,-0.316986769,0.005213073,0.176329374
6134.240223,-0.121341698,-0.097195059,-0.032200295
6134.243746,-0.058011074,-0.153913379,-0.144640937
6134.247295,0.071055099,-0.087161049,-0.176210791
6134.252185,0.106085382,0.02020349,-0.046463713
6134.256291,0.068373539,0.069593616,0.103313126
6134.261082,-0.052866891,0.154548958,0.132263318
6134.26543,-0.182211921,0.149969414,0.148107693
6134.269343,-0.344825685,0.061349593,0.224363238
6134.273429,-0.173564777,-0.093027934,0.131260246
6134.276836,-0.145137236,-0.180416286,-0.079834267
6134.279857,-0.032147642,-0.157850653,-0.230263844
6134.28386,0.074316069,-0.056499641,-0.243271068
6134.287556,0.164879799,0.037547152,-0.133102134
6134.291347,0.001254283,0.134711862,0.022136142
6134.295194,-0.186186239,0.119694009,0.057381354
6134.298988,-0.334295809,0.04625925,0.090210609
6134.302529,-0.160382345,-0.073326446,0.110067174
6134.307051,-0.160873488,-0.14961876,-0.007878813
6134.310375,-0.049276754,-0.145685941,-0.107310191
6134.315742,0.038481642,-0.04927741,-0.202782482
6134.3192,0.192945436,0.030957572,-0.135146126
6134.322993,0.116471805,0.171128437,-0.03448103
6134.326725,-0.129003748,0.114470541,0.148221254
6134.331502,-0.34399876,0.017685382,0.041650854
