Timestamp,Canal1,Canal2,Canal3
6133.749691,-0.114651807,0.021738887,-0.003386469
6133.752625,-0.12622197,0.023759665,-0.11283423
6133.755444,-0.143116817,0.025614327,-0.076746374
6133.758319,-0.153627187,0.024911504,0.021197779
6133.761829,-0.21440199,0.018753253,0.146341413
6133.765576,0.173456341,-0.079769909,0.116734333
6133.768862,0.234724239,-0.03312004,0.036080942
6133.772348,0.063178226,0.035426352,0.042872451
6133.775684,-0.253464222,0.053626239,0.127658203
6133.778852,-0.345478028,0.040681694,0.029405983
6133.781893,-0.225997031,0.004035182,-0.072134964
6133.785012,-0.140109867,-0.016219888,-0.100235894
6133.788001,-0.155350968,-0.026392169,-0.05441235
6133.790995,0.120414466,-0.079977907,-0.060002334
6133.793816,0.101157486,-0.090775669,0.019764109
6133.79774,-0.086865678,0.000581784,-0.059063058
6133.801163,-0.402536094,0.051903207,0.022540145
6133.804533,-0.547937572,0.032428689,0.078813702
6133.807568,-0.308945239,-0.004606143,-0.042680118
6133.813218,0.054460537,-0.076617144,-0.114809901
6133.816923,0.118453205,-0.048217896,-0.163222045
6133.819854,0.31506744,-0.081296094,-0.172597319
6133.823629,0.115901418,-0.047146026,-0.058363188
6133.826622,-0.204057783,-0.027297903,0.002828427
6133.831354,-0.570028424,0.029656826,-0.040433902
6133.834713,-0.670305312,0.020074332,-0.053245947
6133.839399,-0.427856028,-0.013130646,-0.078700162
6133.844212,0.082215592,-0.066903532,-0.10057085
6133.847074,0.393630534,-0.061743926,-0.066849157
6133.849981,0.69348067,-0.067796044,-0.063541077
6133.852889,0.33896324,0.062259205,0.040717091
6133.855953,-0.161063924,0.039216891,0.214891508
6133.858725,-0.636525333,0.058283202,0.113901161
6133.863042,-0.830330014,0.034691595,-0.039325889
6133.866375,-0.527533889,-0.031553775,-0.150583297
6133.869628,-0.002964864,-0.065885149,-0.164338008
6133.873626,0.443735898,-0.068341069,-0.051268633
6133.876614,0.973367572,-0.09274371,0.009561663
6133.87966,0.725217223,0.056954455,0.112822726
6133.884463,0.062796436,0.149656251,0.244333878
6133.887448,-0.596974909,0.119080789,0.313408971
6133.890551,-0.916679204,0.071911775,0.140123293
6133.8942,-0.712609947,-0.02607847,-0.068631932
6133.898253,-0.139806792,-0.102322102,-0.221356124
6133.902809,0.323631495,-0.107462719,-0.193474546
6133.907385,0.957611918,-0.131622329,-0.14886345
6133.910364,0.986311078,-0.042645458,0.00419584
6133.913472,0.444731563,0.124240838,0.07264673
6133.918998,-0.407470614,0.18817158,0.264590323
6133.922899,-0.897322297,0.103129387,0.302138478
6133.925993,-0.85428983,0.011304574,0.096619904
6133.929191,-0.383553654,-0.121543325,-0.106004477
6133.932565,0.160005078,-0.152521893,-0.300172657
6133.935522,0.685525477,-0.155956596,-0.328618705
6133.938319,0.92077446,-0.090917438,-0.198612869
6133.941478,0.648279488,0.009718185,-0.036122493
6133.944435,-0.072937854,0.133768857,0.081645377
6133.94816,-0.708719671,0.127189577,0.188132286
6133.951897,-0.781771898,0.03182007,0.139333889
6133.955659,-0.449042201,-0.05674646,0.016359074
6133.958956,-0.02700296,-0.101635508,-0.07253556
6133.962684,0.417751819,-0.108798124,-0.157938361
6133.965699,0.65741539,-0.021516051,-0.148782179
6133.968521,0.61235261,-0.020222336,0.064063542
6133.971894,0.196035847,0.064252391,0.072129667
6133.97499,-0.356799364,0.100963719,0.073592998
6133.978067,-0.556587398,0.044028591,0.068210892
6133.980779,-0.33782813,-0.013435568,0.019927708
6133.984021,-0.069776088,-0.034343217,0.064641356
6133.987038,0.235162348,-0.054229587,0.072364204
6133.990333,0.416379988,0.025056928,-0.004063849
6133.993858,0.419489056,0.04407125,0.074377626
6133.996815,0.249210164,0.03578683,0.159605801
6133.999915,-0.05899493,0.051529448,0.108962633
6134.003294,-0.199736148,-0.000749866,0.045301411
